Song_ID,Tonic,Chords
410,C,"V:aug(b7),I:maj,I:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,bVII:maj F,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,bVII:maj F,I:maj,I:maj,IV:maj,V:maj,I:maj,I:7,IV:maj,II:7,V:7,V:aug(b7),I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,bVII:maj F,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,V:maj,I:maj,I:7,IV:maj,II:7,V:7,V:aug(b7),I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,V:maj,bVII:maj F,I:maj,I:maj,I:maj,I:maj,I:maj,I:maj,V:maj,V:maj,I:maj C,V:maj C,"
411,Db,"I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:maj,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:maj,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,IV:maj,I:maj,I:maj,IV:maj,IV:maj,IV:min,IV:min,I:maj,I:maj,I:7,I:7,IV:maj,IV:maj,IV:min,IV:min,V:7,V:7,V:7(#9),V:7(#9),I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj,I:maj,VI:min,IV:min,V:maj6(b7) Ab,I:maj7,V:7(b9),I:maj13,I:maj13,"
412,B,"I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min6,IV:min6,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,I:min,I:min,bVI:maj7,I:min,I:min,I:min,I:min,I:min,I:min,IV:min,IV:min,"
413,E,"I:maj,I:maj,I:maj,IV:maj E,IV:maj E,V:7,I:maj,I:maj,IV:maj E,IV:maj E,V:7,I:maj,I:maj,IV:maj,V:7,I:maj,I:maj,I:maj,IV:maj E,IV:maj E,V:7,I:maj,I:maj,IV:maj E,IV:maj E,V:7,I:maj,I:maj,IV:maj,V:7,I:maj,bVI:7,bII:maj,#IV:maj F,#IV:maj F,bVI:7,bII:maj,bII:maj,#IV:maj F,#IV:maj F,bVI:7,bII:maj,bII:maj,#IV:maj,bVI:7,bII:maj,bII:maj,"
414,A,"I:1,I:1,I:maj,II:min,II:dim,I:maj,I:maj,II:min,II:dim,I:maj,I:maj,II:min,II:dim,I:maj,I:maj,II:min,II:dim,I:maj,I:maj,II:min,II:dim,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,II:min,bIII:maj,V:maj,I:maj,II:min,II:dim,I:maj,I:maj,II:min,II:dim,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,II:min7,bIII:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,V:maj,"
415,B,"I:min7,bVI:maj(9),bVII:maj,bVI:maj(9) A,I:min7,bVI:maj(9),bVII:maj,bVI:maj(9) A,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9),bVII:maj,I:min7 A,bVI:maj(9),bVI:maj(9),I:min7 A,bVI:maj(9),bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9) A,I:min7 A,bVI:maj(9),bVI:maj(9),I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9),bVII:maj,I:min7 A,bVI:maj(9),bVI:maj(9),I:min7 A,bVI:maj(9),bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9) A,I:min7 A,bVI:maj(9),bVI:maj(9),I:min7,bVI:maj(9),bVII:maj,bVI:maj(9) A,I:min7,bVI:maj(9),bVII:maj,bVI:maj(9) A,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9),bVII:maj,I:min7 A,bVI:maj(9),bVI:maj(9),I:min7 A,bVI:maj(9),bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj(9) A,I:min7 A,bVI:maj(9),bVI:maj(9),I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,"
416,Eb,"II:5 Gb,III:5 Ab,#IV:5 Bb,bVI:5 C,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,II:5,II:5,II:5,II:5 Gb,I:min,I:min,I:min,I:min,II:5,II:5,II:5,II:5 Gb,I:min,I:min,I:min,I:min,bVII:maj,I:min,II:5,II:5,II:maj,II:maj,II:maj Eb,V:maj Eb,II:maj,II:maj,II:maj Eb,V:maj Eb,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,II:5,II:5,II:5,II:5 Gb,I:min,I:min,I:min,I:min,II:5,II:5,II:5,II:5 Gb,I:min,I:min,I:min,I:min,bVII:maj,I:min,II:5,II:5,II:maj,II:maj,II:maj Eb,V:maj Eb,II:maj,II:maj,II:maj Eb,V:maj Eb,II:1 Gb,III:1 Ab,#IV:1 Bb,bVI:1 C,II:maj F#,III:maj G#,#IV:maj A#,bVI:maj C,II:maj F#,III:maj G#,#IV:maj A#,bVI:maj C,II:maj,II:maj,II:maj,II:maj,IV:maj,IV:maj,IV:maj,IV:5 A,VI:maj,VI:maj,VI:maj,VI:maj,I:maj,I:maj,I:maj,I:maj,II:maj,II:maj,II:maj Eb,V:maj Eb,II:maj,II:maj,II:maj Eb,V:maj Eb,II:maj,II:maj,II:maj Eb,V:maj Eb,II:maj,II:maj,II:maj Eb,V:maj Eb,I:min,I:min,I:min,I:min,I:min,I:min,I:min,IV:5,IV:5,IV:7,IV:5,"
417,A,"V:min,V:min,V:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,V:min,V:min,V:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,V:min,V:min,V:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,V:min,V:min,V:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,I:min7,"
418,E,"I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,V:maj,IV:maj,I:maj,V:maj,IV:maj,V:sus4(b7),V:sus4(b7),I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,IV:maj,I:maj,"
419,A,"II:7,II:7,II:7,II:7,V:maj,I:maj,IV:maj D,II:min,II:min,V:7,V:7,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,II:7,II:7,II:7,II:7,V:maj,I:maj,IV:maj D,II:min,II:min,V:7,V:7,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,II:7,II:7,II:7,II:7,V:maj,I:maj,IV:maj D,II:min,II:min,V:7,V:7,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,II:7,II:7,II:7,II:7,V:maj,I:maj,IV:maj D,II:min,II:min,V:7,V:7,I:maj,I:maj,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,IV:maj,IV:maj,II:min,II:min,"
420,G,"I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,VI:min,I:maj,VI:min,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,VI:min,I:maj,VI:min,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,V:maj,IV:maj,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,I:maj,VI:min,VI:min,IV:maj,V:maj,I:maj,VI:min,IV:maj,V:maj,I:maj,VI:min,IV:maj,V:maj,I:maj,VI:min,IV:maj,V:maj,"
421,Eb,"V:7,V:7,IV:maj,II:min,V:7,I:maj,II:min,II:min,I:maj,I:maj,IV:maj,II:min,V:7,I:maj,II:min,II:min,I:maj,I:7,I:7,IV:maj,IV:maj,VI:min,II:maj,II:min,V:9,I:maj,IV:maj,II:min,V:maj,I:maj,II:min,II:min,I:maj,I:maj,I:maj,IV:maj,IV:maj,VI:min,II:maj,II:min,V:9,I:maj,IV:maj,II:min,V:maj,I:maj,II:min,V:7(b9,I:maj,I:maj,"
422,Db,"I:maj Gb,IV:maj Db,I:maj Gb,IV:maj Db,I:maj Gb,IV:maj Db,I:maj Gb,IV:maj Db,I:maj Gb,IV:maj Db,I:maj Gb,IV:maj Db,III:min,VI:min,III:min,VI:min,II:min F,V:sus4,I:maj Gb,IV:maj,I:maj Gb,I:maj Gb,I:maj Gb,I:maj Gb,I:maj Gb,I:maj Gb,I:maj Gb,I:maj Gb,III:min,VI:min,III:min,VI:min,II:min F,V:sus4,I:maj Gb,IV:maj,I:maj Gb,I:maj Gb,I:maj Gb,IV:maj Db,II:min F,III:min7 Bb,II:maj Ab,II:maj Ab,II:maj Ab,II:maj Ab,II:maj Ab,II:maj Ab,II:maj Ab,II:maj Ab,#IV:min,VII:min,#IV:min,VII:min,III:min G,VI:11,III:min G,VI:11,II:maj Ab,V:maj Eb,III:min G,VI:11,III:min G,VI:11,II:maj Ab,V:maj Eb,III:min G,VI:11,III:min G,VI:11,II:maj Ab,V:maj Eb,"
423,D,"I:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,I:maj,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,V:maj,I:maj,I:maj,VI:min,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,I:maj,VI:min,VI:min,IV:maj,IV:maj,V:maj,V:maj,I:maj,"
424,B,"I:1 G,V:1 F,IV:1 D,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:min A,bVII:maj B,I:min A,bVII:maj B,I:min A,bVII:maj B,I:min A,bVII:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,I:maj B,"
425,C,"I:maj,VI:min,IV:maj,V:maj,I:maj,V:sus4 G,I:maj,VI:min,IV:maj,V:maj,IV:maj,V:maj,I:maj,IV:maj,V:maj,IV:maj,I:maj F,I:maj Ab,bII:maj,bVII:min,#IV:maj,bVI:maj,#IV:maj,bVI:maj,bII:maj,#IV:maj,bVI:maj,#IV:maj,bII:maj Gb,bII:maj A,II:maj,VII:min,V:maj,VI:maj,V:maj,VI:maj,II:maj,V:maj,VI:maj,V:maj,II:maj G,II:maj G,II:maj,II:maj,"
426,Eb,"I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),II:7,II:7,IV:7,bVII:7,I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),II:7,II:7,IV:7,bVII:7,I:7(#9),I:7(#9),I:7(#9),I:7(#9),IV:7,I:7(#9),IV:7,I:7(#9),IV:7,I:7(#9),II:7,V:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),II:7,II:7,IV:7,bVII:7,I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),II:7,II:7,IV:7,bVII:7,I:7(#9),I:7(#9),I:7(#9),I:7(#9),IV:7,I:7(#9),IV:7,I:7(#9),IV:7,I:7(#9),II:7,V:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),I:7(#9),"
427,C,"II:min7,V:maj A,II:min7,II:min7 G,II:min7,V:maj A,II:min7,II:min7 G,I:maj,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,III:7(b13),VI:min,II:min7,II:min7 G,I:maj,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,III:7(b13),VI:min,II:min7,II:min7 G,I:maj,I:maj,bVII:maj,IV:maj,I:maj,II:min,II:min7,I:maj,III:7(b13),VI:min,II:min7,II:min7 G,II:min7,II:min7 G,II:min7,II:min7 G,I:maj,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,IV:maj6,I:maj,II:min7,I:maj,III:7(b13),VI:min,II:min7,II:min7 G,II:min7,II:min7 G,II:min7,II:min7 G,II:min7,II:min7 G,II:min7,II:min7 G,I:maj,I:maj,II:min7,V:maj A,II:min7,II:min7 G,II:min7,V:maj A,II:min7,II:min7 G,II:min7,V:maj A,II:min7,II:min7 G,II:min7,V:maj A,II:min7,II:min7 G,"
428,F,"I:maj,I:maj C,IV:maj,I:maj C,IV:maj,IV:maj,IV:maj,VI:min,IV:maj C,I:maj C,IV:maj,I:maj C,IV:maj,I:maj C,IV:maj,VI:min,IV:maj,V:maj,I:maj Bb,V:maj,I:maj Bb,V:maj,I:maj Bb,V:maj,IV:maj F,II:min7 C,IV:maj F,II:min7,V:sus4(b7),I:maj C,IV:maj,I:maj C,IV:maj,I:maj C,IV:maj,VI:min,IV:maj C,I:maj C,IV:maj,I:maj C,IV:maj,I:maj C,IV:maj,VI:min,IV:maj,V:sus4(b7),I:maj Bb,V:maj,I:maj Bb,V:maj,I:maj Bb,V:maj,IV:maj F,II:min7 C,IV:maj F,II:min7,V:sus4(b7),I:maj C,IV:maj,I:maj C,IV:maj,I:maj C,IV:maj,I:maj C,IV:maj,I:1,I:1,IV:maj F,II:min7 C,I:maj Bb,V:maj,I:maj Bb,V:maj,I:maj Bb,V:maj,IV:maj F,II:min7 C,I:maj Bb,V:sus4,I:maj Bb,V:sus4,"
429,Eb,"III:1,III:1,bII:1,bII:1,III:1,III:1,VII:1,VII:1,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,bVI:maj,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,I:min,bVII:maj,"
430,F,"III:min7 D,II:min7 G,III:min7 D,II:min7 G,III:min7 D,II:min7,bVII:maj,II:min7,III:min7 D,II:min7 G,III:min7 D,II:min7 G,III:min7 D,II:min7 G,III:min7 D,II:min7 G,IV:maj7 A,I:maj7,VII:hdim7,III:7(b9),VI:maj7,III:7(b9,VI:maj7,III:7(b9,VI:min,VI:min,#IV:dim(b13),IV:min9 Eb,I:maj7,I:maj7,III:min7,VI:7(b9,II:13,II:9,V:1,V:1,III:min7 D,II:min7 G,III:min7 D,II:min7 G,III:min7 D,II:min7 G,III:min7 D,II:min7 G,IV:maj7 A,I:maj7,VII:hdim7,III:7(b9),VI:maj7,III:7(b9,VI:maj7,III:7(b9,VI:min,VI:min,#IV:dim(b13),IV:min9 Eb,I:maj7,I:maj7,III:min7,VI:7(b9,II:13,II:9,V:1,V:1 Db,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,#IV:maj7 Bb,bVI:sus4(b7),IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,bIII:min7 Ab,IV:min7 Eb,"
431,B,"I:1,I:1,bVII:1,bVII:1,bVI:1,bVI:1,bVII:1,bVII:1,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,bIII:maj,bIII:maj,bVII:maj,bVII:maj,bII:maj,bII:maj,I:maj,I:maj,IV:min7,IV:min7,bVII:maj,bVII:maj F#,I:min,I:min F#,I:min,I:min,bIII:maj,bIII:maj,bVII:maj,bVII:maj,bII:maj,bII:maj,I:maj,I:maj,IV:min7,IV:min7,bVII:maj,bVII:maj F#,I:min,I:min F#,I:maj,I:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,bVI:maj,bVII:maj(9),I:min,I:min,I:min,I:min,bIII:maj,bIII:maj,bVII:maj,bVII:maj,bII:maj,bII:maj,I:maj,I:maj,IV:min7,IV:min7,bVII:maj,bVII:maj F#,I:min,I:min F#,I:maj,I:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,bVI:maj,bVII:maj(9),I:1,I:1,I:1,I:1,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,bVII:maj,bVII:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,bVI:maj,bVII:maj(9),I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,bVI:maj,bVII:maj(9),I:min,I:min,bVII:maj,bVII:maj,bVI:maj,bVI:maj,I:min,I:min,bVII:maj,bVII:maj,IV:min7,IV:min7,bVI:maj,bVII:maj(9),"
432,A,"I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,I:1,"
433,Eb,"V:maj,V:maj,I:maj,I:maj,I:maj,IV:maj Eb,I:maj,I:maj,V:7,II:maj Bb,I:maj,IV:maj,II:maj Db,V:7,V:7,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,bIII:maj,V:maj,V:maj,V:maj,I:maj,I:maj,I:maj,IV:maj Eb,I:maj,I:maj,V:7,II:maj Bb,I:maj,IV:maj,II:maj Db,V:7,V:7,I:maj,I:maj,I:maj,I:maj,IV:maj,IV:maj,I:maj,I:maj,bIII:maj,V:maj,V:maj,#IV:maj,II:maj,II:maj,II:maj,V:maj F,II:maj,II:maj,VI:7,III:maj C,II:maj,V:maj,III:maj Eb,VI:7,VI:7,II:maj,II:maj,II:maj,II:maj,V:maj,V:maj,II:maj,II:maj,IV:maj,bVII:maj,bVII:maj,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,bVII:maj,bIII:maj Db,IV:7,I:maj Ab,"
434,C,"VI:min,III:aug,VI:min,II:7,II:min7,III:min7,II:maj9,II:maj9,V:11,V:11,I:maj,I:maj7,I:maj6,I:maj7,II:min,II:minmaj7,II:min7,V:maj,II:min7,bVII:maj,V:maj,V:maj,I:maj,I:maj,V:11,V:maj,I:maj,I:maj7,I:maj6,I:maj7,II:min,II:minmaj7,II:min7,V:maj,II:min7,bVII:maj,V:maj,V:maj,I:maj,I:maj,I:11,I:7,IV:maj7,IV:maj7,I:maj7,I:maj7,V:11,V:11,I:maj,I:maj7,VI:min,III:aug,VI:min,II:min7,V:7,II:min7,V:7,I:maj,I:maj7,I:maj6,I:maj7,II:min,II:minmaj7,II:min7,V:maj,II:min7,bVII:maj,V:maj,V:maj,VI:7,VI:7,VI:7,VI:7,IV:maj,IV:maj,III:7,III:7,VI:min,VI:minmaj7,II:7(#11),II:7,II:min7,III:min7,II:min7,V:11,I:maj,I:maj,bVI:7,bVI:7,bII:maj,bII:maj7,bII:maj6,bII:maj7,bIII:min,bIII:minmaj7,bIII:min7,bVI:maj,bIII:min7,VII:maj,bVI:maj,bVI:maj,bVII:11,bVII:11,bVI:dim7,bVI:dim7,#IV:maj7,#IV:maj7,IV:7,IV:7,bVII:min,bVII:minmaj7,bIII:9,bIII:9,bIII:min7,IV:min7,bIII:min7,bVI:11,bII:maj,bII:maj,bVII:sus4(b7),bVII:7,bIII:min7,IV:min7,bIII:min7,bVI:11,bII:maj,bII:maj,bVII:min7,bVII:7,bIII:min7,IV:min7,bIII:min7,bVI:11,bII:maj,IV:aug,bVII:min7,bIII:7,bIII:min7,IV:min7,bII:maj,bIII:min7 Ab,bII:maj7,"
