Song_ID,Tonic,Chords
394,G,"G:maj,C:maj,G:maj,D:maj,E:min,G:maj G:maj,G:maj,C:maj,G:maj,C:maj,G:maj,D:maj,E:min,G:maj G:maj,G:maj,C:maj,G:maj,C:maj,G:maj,D:maj,E:min,G:maj G:maj,G:maj,C:maj,G:maj,D:maj,E:min,G:maj G:maj,G:maj,C:maj,G:maj,C:maj,G:maj,D:maj,E:min,G:maj G:maj,G:maj,C:maj,G:maj,C:maj,G:maj,D:maj,G:maj,D:maj,E:min,G:maj,"
395,Ab,"Ab:maj,Db:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Eb:min Db:maj,Ab:maj,Eb:min Db:maj,Gb:maj,Db:maj,Db:maj7,D:dim,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Eb:min Db:maj,Ab:maj,Eb:min Db:maj,Gb:maj,Db:maj,Db:maj,D:dim,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Eb:min Db:maj,Ab:maj,Eb:min Db:maj,Ab:maj,Eb:min Db:maj,Ab:maj,Gb:maj,Db:maj,Db:maj,Db:maj,D:dim,Ab:maj,Ab:maj,Ab:maj,Ab:maj,Db:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,Ab:maj,Gb:maj,Ab:maj,Ab:maj,"
396,Bb,"Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,F:maj,F:maj,C:min,C:min,C:min,F:maj(9),F:maj,F:maj,Bb:maj6,Bb:maj6,D:min,A:7,A:7,D:min,F:maj F#:dim,G:min7 C:7,C:7,F:7,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,F:maj,F:maj,C:min,C:min,C:min,F:maj(9),F:maj,F:maj,Bb:maj6,Bb:maj6,D:min,A:7,A:7,D:min,F:maj F#:dim,G:min7 C:7,C:7,F:7,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,Bb:maj6,F:maj,F:maj,C:min,C:minmaj7,C:min7,F:maj(9),F:maj,F:maj,Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),Bb:7(#11),"
397,Db,"Db:maj,Ab:maj,Gb:maj,Ab:maj,Db:maj6,Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Bb:min,Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Ab:7,Bb:min,Ab:maj,Gb:maj6,Ab:7,Bb:min,Ab:maj,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Bb:min,Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Ab:7,Bb:min,Ab:maj,Gb:maj6,Ab:7,Bb:min,Ab:maj,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,Db:maj6(9),Gb:maj6,"
398,C,"C:maj,A:min,F:maj,G:maj,C:maj,A:min,G:maj,G:maj,C:maj,A:min,F:maj,G:maj,C:maj,A:min,G:maj,G:maj,C:maj,G:maj,A:min,E:min,F:maj,G:maj,C:maj,C:7,F:maj G:maj,F:maj Eb:maj,F:maj G:maj,C:maj,F:maj G:maj,F:maj Eb:maj,F:maj G:maj,C:maj,C:maj,A:min,F:maj,G:maj,C:maj,A:min,G:maj,G:maj,C:maj,A:min,F:maj,G:maj,C:maj,A:min,G:maj,G:maj,C:maj,G:maj,A:min,E:min,F:maj,G:maj,C:maj,A:min,F:maj F:min,C:maj,"
399,F,"C:min G:sus4(b7),C:min G:sus4(b7),C:min G:sus4(b7),C:min G:sus4(b7),Eb:maj Bb:sus4(b7),Eb:maj Bb:sus4(b7),Eb:maj Bb:maj,Bb:sus4(b7) Bb:7(#11) Bb:7 C:7,F:maj A:min7,D:maj,F:maj A:min7,Bb:maj D:7,G:min,Bb:min,F:maj Eb:maj7(#11),Ab:maj6 Bb:maj,F:min G:min7,F:min G:min7,F:min C:sus4(b7),C:min G:sus4(b7),C:min G:sus4(b7),C:min G:sus4(b7),C:min G:sus4(b7),Eb:maj Bb:sus4(b7),Eb:maj Bb:sus4(b7),Eb:maj Bb:maj,Bb:sus4(b7) Bb:7(#11) Bb:7 C:7,F:maj A:min7,D:min,F:maj A:min7,Bb:maj D:7,G:min,Bb:min,F:maj Eb:maj7(#11),Ab:maj6 Bb:maj,F:maj A:min7,D:min,F:maj A:min7,Bb:maj D:7,G:min,Bb:min,F:maj Eb:maj7(#11),Ab:maj6 Bb:maj,C:min7(11),"
400,A,"A:maj G:maj9,D:maj,A:maj G:maj9,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj B:min A:maj,G:maj D:maj,G:maj A:maj,G:maj D:maj,G:maj A:maj,G:maj D:maj,A:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj B:min A:maj,G:maj D:maj,G:maj A:maj,G:maj D:maj,G:maj A:maj,G:maj D:maj,A:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,D:maj G:maj,A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj A:maj,A:maj G:maj,D:maj,A:maj G:maj,A:maj,A:maj G:maj,D:maj,A:maj G:maj,D:maj,"
401,Ab,"Bb:maj,Bb:maj,Bb:maj,Bb:maj,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:9,Ab:9,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:9,Ab:9,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Ab:1,Gb:maj,Bb:min,Cb:maj,Db:sus4(b7),Gb:maj,Bb:min,Cb:maj,Bb:maj,Gb:sus2,Gb:sus2,Gb:sus2,Gb:sus2,Gb:sus2,Gb:sus2,Gb:sus2,Gb:sus2,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:7,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:7,Ab:7,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:7,Ab:7,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:7,Ab:7,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,Ab:9,Ab:9,Ab:1,Ab:1,"
402,C,"C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,A:min7,A:min7,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,A:min7,A:min7,F:maj,F:maj,C:maj,F:maj,C:maj,G:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,A:min7,A:min7,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,A:min7,A:min7,F:maj,F:maj,C:maj,F:maj,C:maj,G:maj,C:maj,F:maj,C:maj,G:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,F:maj,F:maj,"
403,D,"D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:min7,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:1,D:min7,D:min7,D:min7,D:min7,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,D:min,"
404,C#,
405,E,"E:maj,A:maj,B:maj,E:maj,E:maj,A:maj,A:maj,E:maj,E:maj,A:maj,E:maj,E:maj,E:maj,E:7,A:maj,A:maj,E:maj,E:7,A:maj,A:maj,E:maj,E:7,A:maj,A:maj,E:maj,B:7,B:7,E:maj,E:maj,A:maj,A:maj,E:maj,E:maj,A:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,"
406,F,"Bb:maj7,D:min,G:7,C:7,F:maj,Bb:maj C:maj,F:maj,Bb:maj C:maj,D:min C:maj,D:min G:7,C:maj Bb:maj,C:maj Bb:maj,C:maj Bb:maj,C:maj C:7,F:maj,Bb:maj C:maj,F:maj,Bb:maj C:maj,D:min C:maj,D:min G:7,C:maj Bb:maj,C:maj Bb:maj,C:maj Bb:maj,C:maj C:7,Bb:maj,F:maj,Bb:maj,F:maj,Bb:maj,D:min,G:7,C:7,F:maj,Bb:maj C:maj,F:maj,Bb:maj C:maj,D:min C:maj,D:min G:7,C:maj Bb:maj,C:maj Bb:maj,C:maj Bb:maj,C:maj C:7,F:maj,Bb:maj C:maj,F:maj,Bb:maj C:maj,F:maj,Bb:maj C:maj,F:maj,"
407,D,"B:min,D:maj,B:min,D:maj,D:maj,B:min,G:maj,A:7,D:maj,B:min,G:maj,A:7,D:maj,B:min,D:maj,B:min,D:maj,B:min,D:maj,B:min,D:maj,B:min,D:maj,B:min,G:maj,A:maj,D:maj,B:min,D:maj,B:min,"
408,C,"A:min,A:min,F:maj,F:maj,C:maj,C:maj,G:maj,G:maj,A:min,A:min,F:maj,F:maj,C:maj,C:maj,G:maj,G:maj,A:min,A:min,F:maj,F:maj,C:maj,C:maj,G:maj,G:maj,A:min,D:min,F:maj,G:maj,A:min,D:min,F:maj,G:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,F:min,G:min,C:min,Bb:maj,A:min,A:min,F:maj,F:maj,C:maj,C:maj,G:maj,G:maj,A:min,A:min,F:maj,F:maj,C:maj,C:maj,G:maj,G:maj,A:min,D:min,F:maj,G:maj,A:min,D:min,F:maj,G:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,F:min,G:min,C:min,C:min,G:maj,A:maj,B:min,D:maj,G:maj,A:maj,G:maj,G:maj,A:maj,A:maj,G:maj,G:maj,A:maj,A:maj,C:min,C:1,C:1,C:1,F:min,G:min,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,F:min,G:min,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,C:min,Ab:maj Bb:maj,F:min,G:min,"
409,F,"F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj C#:dim7,D:min C:maj,F:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj C#:dim7,D:min C:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,Bb:maj,C:maj,Bb:maj,C:maj,Bb:maj,C:maj,D:min,D:min,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj C#:dim7,D:min C:maj,F:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj,D:min Bb:maj,C:maj C#:dim7,D:min C:maj,F:maj,Bb:maj,C:maj,Bb:maj,C:maj,Bb:maj,C:maj,D:min,D:min,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,F:maj,D:min,Bb:maj,F:maj,"
410,C,"G:aug(b7),C:maj,C:maj,C:maj,C:maj,G:maj,G:maj,C:maj,C:maj,C:maj,C:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,G:maj,Bb:maj F:maj G:maj,C:maj,C:maj,C:maj,C:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,G:maj,Bb:maj F:maj G:maj,C:maj,C:maj,F:maj,G:maj,C:maj,C:7,F:maj,D:7,G:7,G:aug(b7),C:maj,C:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,G:maj,Bb:maj F:maj G:maj,C:maj,C:maj,C:maj,C:maj,C:maj,C:maj,G:maj,G:maj,C:maj,C:maj,F:maj,G:maj,C:maj,C:7,F:maj,D:7,G:7,G:aug(b7),C:maj,C:maj,C:maj,C:maj,F:maj,F:maj,C:maj,C:maj,G:maj,Bb:maj F:maj G:maj,C:maj,C:maj,C:maj,C:maj,C:maj,C:maj,G:maj,G:maj,C:maj C:maj,G:maj C:maj,"
411,Db,"Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:maj,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:maj,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Gb:maj,Db:maj,Db:maj,Gb:maj,Gb:maj,Gb:min,Gb:min,Db:maj,Db:maj,Db:7,Db:7,Gb:maj,Gb:maj,Gb:min,Gb:min,Ab:7,Ab:7,Ab:7(#9),Ab:7(#9),Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj,Db:maj,Bb:min,Gb:min,Ab:maj6(b7) Ab:7,Db:maj7,Ab:7(b9),Db:maj13,Db:maj13,"
412,B,"B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min6,E:min6,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,B:min,B:min,G:maj7,B:min,B:min,B:min,B:min,B:min,B:min,E:min,E:min,"
413,E,"E:maj,E:maj,E:maj,A:maj E:maj,A:maj E:maj,B:7,E:maj,E:maj,A:maj E:maj,A:maj E:maj,B:7,E:maj,E:maj,A:maj,B:7,E:maj,E:maj,E:maj,A:maj E:maj,A:maj E:maj,B:7,E:maj,E:maj,A:maj E:maj,A:maj E:maj,B:7,E:maj,E:maj,A:maj,B:7,E:maj,C:7,F:maj,Bb:maj F:maj,Bb:maj F:maj,C:7,F:maj,F:maj,Bb:maj F:maj,Bb:maj F:maj,C:7,F:maj,F:maj,Bb:maj,C:7,F:maj,F:maj,"
414,A,"A:1,A:1,A:maj,B:min,B:dim,A:maj,A:maj,B:min,B:dim,A:maj,A:maj,B:min,B:dim,A:maj,A:maj,B:min,B:dim,A:maj,A:maj,B:min,B:dim,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:min,C:maj,E:maj,A:maj,B:min,B:dim,A:maj,A:maj,B:min,B:dim,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,B:min7,C:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,E:maj,"
415,B,"B:min7,G:maj(9),A:maj,G:maj(9) A:maj,B:min7,G:maj(9),A:maj,G:maj(9) A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,G:maj(9),A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min7 A:maj,G:maj(9),A:maj,B:min,B:min,A:maj,A:maj,G:maj(9) A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,G:maj(9),A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min7 A:maj,G:maj(9),A:maj,B:min,B:min,A:maj,A:maj,G:maj(9) A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min7,G:maj(9),A:maj,G:maj(9) A:maj,B:min7,G:maj(9),A:maj,G:maj(9) A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,G:maj(9),A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min7 A:maj,G:maj(9),A:maj,B:min,B:min,A:maj,A:maj,G:maj(9) A:maj,B:min7 A:maj,G:maj(9),G:maj(9),B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,B:min,B:min,A:maj,A:maj,"
416,Eb,"F:5 Gb:5,G:5 Ab:5,A:5 Bb:5,B:5 C:5,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,F:5,F:5,F:5,F:5 Gb:5 G:5 Ab:5,Eb:min,Eb:min,Eb:min,Eb:min,F:5,F:5,F:5,F:5 Gb:5 G:5 Ab:5,Eb:min,Eb:min,Eb:min,Eb:min,Db:maj,Eb:min,F:5,F:5,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,F:5,F:5,F:5,F:5 Gb:5 G:5 Ab:5,Eb:min,Eb:min,Eb:min,Eb:min,F:5,F:5,F:5,F:5 Gb:5 G:5 Ab:5,Eb:min,Eb:min,Eb:min,Eb:min,Db:maj,Eb:min,F:5,F:5,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:1 Gb:1,G:1 Ab:1,A:1 Bb:1,B:1 C:1,F:maj F#:maj,G:maj G#:maj,A:maj A#:maj,B:maj C:maj,F:maj F#:maj,G:maj G#:maj,A:maj A#:maj,B:maj C:maj,F:maj,F:maj,F:maj,F:maj,Ab:maj,Ab:maj,Ab:maj,Ab:5 A:5 Bb:5 B:5,C:maj,C:maj,C:maj,C:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,F:maj,F:maj,F:maj Eb:maj,Bb:maj Eb:maj,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Eb:min,Ab:5,Ab:5,Ab:7,Ab:5,"
417,A,"E:min,E:min,E:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,E:min,E:min,E:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,E:min,E:min,E:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,E:min,E:min,E:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,A:min7,"
418,E,"E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,B:maj,A:maj,E:maj,B:maj,A:maj,B:sus4(b7),B:sus4(b7),E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,A:maj,E:maj,"
419,A,"B:7,B:7,B:7,B:7,E:maj,A:maj,D:maj D:maj,B:min,B:min,E:7,E:7,A:maj,A:maj,D:maj,D:maj,E:maj,E:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,B:7,B:7,B:7,B:7,E:maj,A:maj,D:maj D:maj,B:min,B:min,E:7,E:7,A:maj,A:maj,D:maj,D:maj,E:maj,E:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,B:7,B:7,B:7,B:7,E:maj,A:maj,D:maj D:maj,B:min,B:min,E:7,E:7,A:maj,A:maj,D:maj,D:maj,E:maj,E:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,B:7,B:7,B:7,B:7,E:maj,A:maj,D:maj D:maj,B:min,B:min,E:7,E:7,A:maj,A:maj,D:maj,D:maj,E:maj,E:maj,A:maj,A:maj,D:maj,D:maj,B:min,B:min,"
420,G,"G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,E:min,C:maj,D:maj,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,E:min,C:maj,D:maj,G:maj,E:min,G:maj,E:min,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,E:min,C:maj,D:maj,G:maj,E:min,G:maj,E:min,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,D:maj,C:maj,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,G:maj,E:min,E:min,C:maj,D:maj,G:maj,E:min,C:maj,D:maj,G:maj,E:min,C:maj,D:maj,G:maj,E:min,C:maj,D:maj,"
421,Eb,"Bb:7,Bb:7,Ab:maj,F:min,Bb:7,Eb:maj,F:min,F:min,Eb:maj,Eb:maj,Ab:maj,F:min,Bb:7,Eb:maj,F:min,F:min,Eb:maj,Eb:7,Eb:7,Ab:maj,Ab:maj,C:min,F:maj,F:min,Bb:9,Eb:maj,Ab:maj,F:min,Bb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj,Eb:maj,Ab:maj,Ab:maj,C:min,F:maj,F:min,Bb:9,Eb:maj,Ab:maj,F:min,Bb:maj,Eb:maj,F:min,Bb:7(b9,Eb:maj,Eb:maj,"
422,Db,"Db:maj Gb:maj,Gb:maj Db:maj,Db:maj Gb:maj,Gb:maj Db:maj,Db:maj Gb:maj,Gb:maj Db:maj,Db:maj Gb:maj,Gb:maj Db:maj,Db:maj Gb:maj,Gb:maj Db:maj,Db:maj Gb:maj,Gb:maj Db:maj,F:min,Bb:min,F:min,Bb:min,Eb:min F:min,Ab:sus4,Db:maj Gb:maj,Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,F:min,Bb:min,F:min,Bb:min,Eb:min F:min,Ab:sus4,Db:maj Gb:maj,Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Db:maj Gb:maj,Gb:maj Db:maj,Eb:min F:min,F:min7 Bb:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,Eb:maj Ab:maj,G:min,C:min,G:min,C:min,F:min G:min,Bb:11,F:min G:min,Bb:11,Eb:maj Ab:maj,Ab:maj Eb:maj,F:min G:min,Bb:11,F:min G:min,Bb:11,Eb:maj Ab:maj,Ab:maj Eb:maj,F:min G:min,Bb:11,F:min G:min,Bb:11,Eb:maj Ab:maj,Ab:maj Eb:maj,"
